"no","answer","question","option1","option2","option3","option4"
"382","2","有關本行提供應收帳款承購及融資業務服務項目，下列敘述何者錯誤？","(1)資金融通、帳務管理、帳款催收或承擔買方風險","(2)資金融通及承擔賣方風險","(3)無追索權應收帳款承購，買方信用風險移轉由本行或國外應收帳款承購商承擔","(4)有追索權應收帳款承購，任何風險由申請人自行承擔，對於融資款項本行有權向客戶追償"
"383","1","辦理無追索權之國內應收帳款承購業務，下列敘述何者正確？","(1)承擔買方之信用風險","(2)承擔信用及商業糾紛之風險","(3)承擔賣方之信用風險","(4)以two-factor之操作模式為原則，以分散承購後之風險"
"384","2","有關辦理應收帳款承購業務之規定，下列敘述何者錯誤？","(1)應依銀行法第十二條及授信相關規定辦理","(2)以無追索權方式承作者，對買方之授信應計入授信金額達新臺幣三千萬元，應徵提會計師財務報表查核報告之金額中","(3)以有追索權方式承作者，應適用銀行法第三十三條之三有關同一人、同一關係人或同一關係企業授信之限制","(4)以無追索權方式承作者，應將買方及賣方均列為風險評估之對象"
"385","2","有關辦理國內應收帳款之「客戶交易查核及報告表」，下列敘述何者正確？","(1)申請買方額度時應檢附","(2)新臺幣1仟萬元(含)以上案件，申請前應先送國內營運處應收帳款行銷科簽註意見","(3)新臺幣5仟萬元(含)以上案件，申請前應先送國內營運處應收帳款行銷科簽註意見","(4)同一賣方同時申請多個買方額度，申請時只需填寫一份"
"386","3","有關辦理國內應收帳款之融資到期日及預支價金到期日，下列敘述何者正確？","(1)R型每筆融資到期日為應收帳款到期日再加計45天","(2)F型每筆融資到期日為應收帳款到期日再加計90天","(3)R型每筆融資到期日及F型預支價金墊款到期日均為應收帳款到期日再加計30天","(4)R型每筆融資到期日及F型預支價金墊款到期日均為應收帳款到期日再加計45天"
"387","2","有關辦理本行「國內應收帳款承購及融資業務」，下列敘述何者正確？","(1)辦理無追索權之應收承購業務，授信對象為賣方","(2)辦理無追索權之應收承購業務，授信對象為買方","(3)辦理無追索權之應收承購業務，只須將買方列為風險評估對象","(4)辦理無追索權之應收承購業務，只須將賣方列為風險評估對象"
"388","3","有關應收帳款承購及融資之敘述，下列何者錯誤？","(1)賣方額度除徵有十足擔保品者外，其餘依「A類無擔保授信」權限辦理","(2)買方之額度，不列入買方之授信總放合計","(3)應收帳款承購NR型，因授信對象為買方，故應計入授信總放合計","(4)R型及F型原則上應徵提連帶保證人"
"389","4","有關台塑網訂單融資業務，下列敘述何者錯誤？","(1)台塑集團之總額度由總行訂定","(2)依台塑集團匯入之訂單明細，融資成數一律為訂單總額之八成，最高融資限額不得逾供應商之核定額度","(3)每筆融資期限自借款日起最長不得超逾180天","(4)每月收息一次，且固定為每月之月底日，收息日若非營業日，則順延至次一營業日"
"390","3","有關本行辦理台塑網訂單融資之敘述，下列何者錯誤？","(1)融資動撥係由供應商透過彰銀e通之「供應鏈線上融資」平臺","(2)憑台塑集團訂單之八成撥貸","(3)融資利率以貸放日之前一日初級市場CP90天期利率＋2.46%固定計息","(4)融資額度科子目以「短期放款－台塑網」13-04辦理"
"391","2","依國內信用狀電子化業務作業規定，下列敘述何者錯誤？","(1)開狀申請人以「電子申請、紙本開狀」方式開狀者，通知行得為非開狀行","(2)國內電子信用狀押匯作業之受理時點為營業日上午9時至下午3時，其他作業之受理時點為營業日上午9時至下午4時30分","(3)本行目前僅提供透過CDS平台開狀之國內電子信用狀以電子方式申請餘額註銷","(4)國內電子信用狀押匯作業之受理時點，倘客戶有特殊需求，授權營業單位相關負責人斟酌延長受理時點"
"392","2","有關預約匯款融資之繳息方式，下列敘述何者錯誤？","(1)應收利息固定於每月21日計收","(2)如存款不足或扣帳不成功，將於次日起連續三日重試扣帳至成功為止","(3)如存款不足或扣帳不成功，由營業單位以人工收息","(4)以人工方式收取利息，一律以轉帳方式處理"
"393","3","依國內信用狀電子化業務作業規定，下列敘述何者錯誤？","(1)以「電子申請、紙本開狀」方式開狀而受益人以臨櫃紙本押匯時，由通知行代理開狀行簽署用印","(2)以「電子申請、電子開狀」方式開狀者，受益人得於國內信用狀平台即時查詢電子信用狀","(3)以「電子申請、紙本開狀」方式開狀者，通知行無法於國內信用狀平台即時查詢電子信用狀訊息","(4)信用狀餘額註銷後，保證金之退還由系統以連動方式直接存入申請人於開發電子信用狀時與本行約定之授權扣款帳號"
"394","4","辦理應收帳款承購及融資，申請人於金融機構授信總歸戶餘額達三千萬元時，下列敘述何者正確？","(1)無論辦理NR型、F型、R型均需徵提會計師查核簽證報告","(2)無論辦理NR型、F型、R型均不需徵提會計師查核簽證報告","(3)NR型及F型需徵提會計師查核簽證報告、R型得免徵提","(4)R型需徵提會計師查核簽證報告、NR型及F型得免徵提"
"395","3","辦理無追索權之應收帳款承購及融資業務，有關「Ｊ０６綜合負面信用資訊」之查詢規定，下列敘述何者正確？","(1)應在額度申請時即辦理查詢","(2)應在額度核准後始得查詢","(3)應在承購債權後始得查詢","(4)以上時點皆可查詢"
"396","2","辦理國內應收帳款承購及融資業務時，承作對象之買方非為本行授信戶者，其承作之條件，下列敘述何者正確？","(1)需設立登記達三年以上，最近二年財務結構平均值，在5項評估標準中，承作無追索權者至少應符合3項","(2)外國公司在臺分支機構，其外國本(總)公司長期信用評等，需為投資級以上","(3)國內興櫃公司","(4)需設立登記達三年以上，最近二年財務結構平均值，在5項評估標準中，承作有追索權者至少應符合4項"
"397","3","辦理國內應收帳款承購及融資業務，有關債權轉讓程序，下列敘述何者正確？","(1)買方得將帳款匯至賣方指定之任一存款帳戶","(2)承購應收帳款之買方為第一次承購者，應以存證信函或買方通知函，由賣方自行郵寄，向買方為債權讓與之通知","(3)賣方應將對該買方所有之應收帳款債權全數讓與本行","(4)為表彰本行債權並避免重覆轉讓，本行承購之每張發票存根聯上，應加蓋已轉讓之聲明事項"
"398","2","辦理國內應收帳款承購及融資業務，有關買方額度申請之敘述，下列敘述何者正確？","(1)辦理無追索權應收帳款承購業務，本行得依據法令，於受理賣方申請本項業務時，即可向聯合徵信中心查詢買方信用","(2)買方總額度＝全年國內進貨成本X最近1年應付款項平均週轉天數/365","(3)買方如為中央政府、直轄市轄下部會、局處或所屬公營事業，其買方總額度最高為新臺幣壹億元，超逾總額度時不可另行申請增加","(4)辦理無追索權應收帳款承購業務，如買方非本行授信戶，則不需對買方辦理利害關係人資料查詢"
"399","3","有關「國內應收帳款承購及融資業務」，下列敘述何者錯誤？","(1)係屬授信業務","(2)「有追索權者」授信對象為應收帳款讓與者即賣方","(3)「無追索權者」授信對象為應收帳款讓與者即賣方","(4)買賣雙方均應辦理徵信調查"
"400","3","有追索權之應收帳款承購業務(R)型，比照一般放款，於帳款逾期多久，須向財團法人金融聯合徵信中心列報為賣方之逾期放款？","(1)1個月","(2)2個月","(3)3個月","(4)6個月"
"401","2","辦理「國內應收帳款承購及融資業務」，有關買方額度申請之規定，下列敘述何者正確？","(1)不論有追索權或無追索權應收帳款承購，均應取得應收帳款買方額度申請書所需填列之相關資料","(2)買方管理行得自行評估後，主動申請開立買方額度，以利聯行隨時申請占用","(3)買方總額度=全年國內進貨成本X應收款項平均週轉天數","(4)有追索權買方額度，審核層級一律為授信管理處處長"
"402","2","透過主辦銀行安排二個以上之金融機構，以相同授信條件及聯貸合約，聯合提供貸款予借款人，並負責該融資業務之承銷及管理，係為下列何種授信？","(1)政策性貸款","(2)聯合貸款","(3)專案融資","(4)代放款項"
"403","4","有關聯合貸款之主要功能，下列敘述何者錯誤？","(1)解決貸款數額過於龐大所帶來之困擾","(2)有效的達成信用風險分散","(3)可為主辦行及參貸行增加利潤收益","(4)取代其他授信業務"
"404","2","有關聯合貸款之主要特色，下列何者錯誤？","(1)融資金額龐大","(2)融資期限多為短期","(3)利率多採定期浮動計息","(4)參貸行採用共同之貸款文件"
"405","4","如本行為參貸行時，聯貸授信案件經核准後，應填具下列何種文件寄交主辦行？","(1)委託確認函(MANDATE)","(2)聯貸說明書(INFORMATIONMEMORANDUM)","(3)融資意願書","(4)確認參加承諾函"
"406","1","本行取得聯貸主辦案件後，於籌組銀行團並召開聯貸說明會前，應取得借款人之何種文件？","(1)委託確認函(MANDATE)","(2)聯貸說明書(INFORMATIONMEMORANDUM)","(3)融資意願書","(4)聯貸合約"
"407","4","關於本行擔任聯貸主辦銀行時，下列敘述何者正確？","(1)聯貸管理費一次全部計收，並遞延認列收益","(2)主辦之營業單位須先取得借款人委任書（Mandate）後再通報聯貸科洽談主要承作條件","(3)融資金額須達新臺幣五億元以上","(4)聯貸合約（草約）需經秘書處法務科審閱完妥後始得完成相關簽約手續"
"408","3","「聯合貸款」的主要優點，下列敘述何者錯誤？","(1)依借款人的個別融資需求訂定授信架構","(2)可提高借款人地位","(3)對借款人而言抵押品分散","(4)對貸款銀行而言，可節省人力增加收益"
"409","3","銀行參予聯合貸款案之收益來源包含下列哪幾項？","(1)律師費、參貸費、管理費、承諾費","(2)利息收入、主辦費、參貸費、車馬費、承諾費","(3)利息收入、主辦費、參貸費、管理費、承諾費","(4)以上皆非"
"410","1","聯貸主辦案經(常務)董事會核准後，需填製何種文件送交借款人，參與競標爭取主辦委任？","(1)主要授信條件建議書","(2)委託確認函(Mandate)","(3)承諾書","(4)競標書"
"411","1","本行辦理建築貸款之貸放期限，應依興建計畫實際所需工期個案覈實核定，惟最長不得超過幾年？","(1)5年","(2)4年","(3)3年","(4)2年"
"412","3","依據「本行辦理建築融資作業要點」，有關興建建物工程融資(建築不足款)其核貸金額以不超過核估造價百分之多少為原則？","(1)百分之百","(2)百分之八十","(3)百分之五十","(4)百分之四十"
"413","3","辦理建築融資，房屋銷售為主要之還款來源，本行目前原則上規定銷售率應達百分之多少，始得貸放？","(1)百分之百","(2)百分之八十","(3)百分之六十","(4)百分之四十"
"414","3","本行辦理協助企業購置或更換辦公或營業場所之專案貸款，貸款期限最長幾年？","(1)十年","(2)十五年","(3)二十年","(4)三十年"
"415","4","有關活利貸業務，下列敘述何者錯誤？","(1)申請對象以本行信用評等1-15等之企業為限","(2)擔保品以提供不動產或本行存單為限","(3)借款人於約定期限及額度內，於約定之活期存款帳戶內支用款項","(4)額度得與其他授信額度合用"
"416","3","有關「活利貸作業要點」，下列敘述何者錯誤？","(1)申請對象企業信用評等1-15等","(2)申請時科子目為「短期放款-活利貸」(13-17)、「短期擔保放款-活利貸」(15-17)","(3)僅能以本行基準利率(季/月調)為指標利率","(4)借款人有貸款餘額未清償連續達一年者，應立即清償，始可再動用額度"
"417","1","有關太陽光電設備設置專案貸款相關規定，下列敘述何者錯誤？","(1)貸款額度以借款人之設備購買合約所載金額之90%為限","(2)已提供其他十足擔保品者，得向原審核層級申請貸放期限超逾10年，惟最長不得逾15年","(3)借款人如未提供其他十足擔保品且信用評等劣於15等(含)，應移送中小企業信用保證基金保證","(4)太陽光電設備應投保電子設備保險且原則上相關自負額不得超逾20%"
"418","1","本行辦理建築融資時，借戶應負責取得承攬建築工程之營造廠商拋棄何種權利之同意書？","(1)民法第五一三條之法定抵押權","(2)最高限額抵押權","(3)地上權","(4)典權"
"419","3","辦理都市更新事業專案貸款，下列何者非屬都市更新相關權利人之貸款用途？","(1)購地貸款","(2)興建房屋貸款","(3)購屋者分戶貸款","(4)與地主合建保證金貸款"
"420","1","有關活利貸業務之利息計算，下列敘述何者錯誤？","(1)每月十二日為結算日","(2)採每日最終餘額法計算貸款利息","(3)利息結算如存款餘額不足時，就不足額部分則滾入貸款本金","(4)貸款利息滾入本金後，貸款餘額超過貸款限額時，應即通知客戶就超過部分先行償還"
"421","3","有關辦理建築融資貸款，下列敘述何者錯誤？","(1)營業單位於貸放後應定期實地瞭解土地使用情形，確定是否動工興建或追蹤其興建計劃，並作成紀錄","(2)工程期間應投保與建物造價相當且金額不低於建築融資之營造綜合保險，並以本行為受益人","(3)借款人預售房屋之收入款，免於本行設立專戶控管","(4)工程款撥付時，須有營造廠商出具之上期工程款收款證明或其他證明"
"422","3","客戶加盟下列哪家便利商店時，不得適用本行「連鎖加盟主貸款」？","(1)統一超商(7-11)","(2)全家便利商店","(3)美廉社","(4)萊爾富"
"423","1","本行「連鎖加盟主貸款」所規範之貸款額度，下列敘述何者正確？","(1)以實際所需資金之五成內為限，最高不得超過200萬元","(2)以實際所需資金之五成內為限，最高不得超過300萬元","(3)以實際所需資金之六成內為限，最高不得超過200萬元","(4)以實際所需資金之六成內為限，最高不得超過300萬元"
"424","2","借款人向本行申貸「連鎖加盟主貸款」時，有關還本付息之規定，下列敘述何者錯誤？","(1)每月本息攤還日應與主體事業每月撥付營業毛利或利潤為同一日","(2)每月本息攤還日應為主體事業每月撥付營業毛利或利潤之次一營業日","(3)本息授扣帳戶應與主體事業每月撥付營業毛利或利潤之帳戶為同一帳戶","(4)如有特殊原因致攤還日無法依規定辦理時，應敘明合理原因後，由原審核層級核定後辦理"
"425","1","依本行「待售房地抵押貸款應注意事項」，下列敘述何者正確？","(1)貸放成數不得超過本行鑑估淨額五成","(2)貸放期限最長三年，並以非循用額度方式辦理","(3)貸放後每年至少收回貸款餘額三成，以逐步減少貸放金額","(4)利率可低於原土地抵押貸放利率"
"426","4","有關「特定受益權自行基金質借」業務之教育訓練課程，下列何者為是？","(1)完訓證明過期後，僅可從事業務洽談，不得進行授信申請","(2)本業務教育訓練課程完訓後，有效期間為三年","(3)AO人員最遲應於本業務核貸前完成教育訓練課程","(4)以上皆非"
"427","1","有關「青年創業及啟動金貸款作業規範」之規定，下列敘述何者正確？","(1)借款人得以個人名義或事業體名義，擇一提出申貸","(2)貸款資金用途包括周轉性支出及資本性支出(但不含籌設期間所需之開辦費用及準備金)","(3)貸款得送請中小企業信用保證基金保證，其信用保證成數一律9成","(4)負責人登記之出資額應占該事業體實收資本額50%以上"
"428","1","下列何者不符合本行辦理「微型創業鳳凰貸款」之規定？","(1)所營事業員工數(含負責人)未滿5人","(2)三年內曾參與政府創業研習課程至少十八小時，並經創業諮詢輔導","(3)所營事業依法設立公司登記或商業登記未超過5年","(4)信保基金授權保證成數為9.5成"
"429","3","申請人或所經營事業有下列哪些情形之一者，不得申請「微型創業鳳凰貸款」？A.知悉其有信用卡消費款項未繳納，遭發卡銀行強制停卡，但已繳清延滯款項者B.知悉其退票尚未辦妥清償註記之張數已達應受拒絕往來處分之標準C.曾辦有「青年創業貸款」D.經查詢，其有債務本金未清償","(1)ABC","(2)BCD","(3)BD","(4)以上皆是"
"430","2","依「對大陸地區之授信、投資及資金拆存總額度計算表」之定義，下列何者非屬金融機構之範圍？","(1)保險公司","(2)租賃公司","(3)銀行業","(4)票券業"
"431","1","有關營業單位承作「工程週轉金貸款」應注意事項，下列敘述何者正確？","(1)借款人須憑承攬之工程合約申貸，並依工程合約金額匡計貸款額度","(2)貸款額度金額無須扣減工程預付款","(3)屬週轉金貸款，無需追蹤相關工程款入帳情形","(4)審核單位批示「須取得業主同意將工程款匯入本行備償戶之承諾書」，得以業主回覆借款人之同意函替代"
"432","1","申請授信額度時，倘資金用途係屬修繕房屋、自用辦公處所，資金用途別應為何？","(1)購置不動產","(2)購置動產","(3)企業投資","(4)週轉金"
"433","4","下列何者開狀不得透過本行企業網路銀行開狀？","(1)開立受益人為台灣塑膠電子狀","(2)開立中鋼集團電子狀","(3)開立受益人為台灣化學纖維電子狀","(4)以上皆可"
"434","3","有關國內聯行間業務轉籍之規定，下列敘述何者錯誤？","(1)同轄區內有爭執之轉藉案件，得由該管轄之區營運處負責協調","(2)存款戶無授信往來，其轉籍依存款轉籍作業規定處理，不適用轉籍業績調整","(3)雙方辦理轉籍事宜後，轉入行不得依原授信申請(批覆)書撥貸，應重新申請核准後辦理撥貸","(4)有爭執之轉藉案件，如轉出轉入行分屬不同區營運處，則由國內營運處進行轉籍案件協調"
"435","1","因授信業務需要而向客戶徵提之還款本票，應依據以下何項規定管理？","(1)登載於「擔保品收付登記簿」及e-Loan系統並送金庫保管，毋需列會計帳","(2)除登載於「擔保品收付登記簿」、e-Loan系統及送金庫保管外，亦需列會計帳","(3)需列會計帳，毋需登載「擔保品收付登記簿」、e-Loan系統及送金庫保管","(4)毋需登載「擔保收付登記簿」、e-Loan系統及列會計帳，只需送金庫保管即可"
"436","3","有關存單設定質權之作業程序，下列敘述何者錯誤？","(1)設定質權予第三人應會知授信部門人員後憑辦","(2)不含息設質應會知授信部門人員後憑辦，並授權營業單位主管核定","(3)非授信戶就其存單設定質權予第三人，質權人要求本行預先拋棄行使抵銷權時，不需營業單位主管同意","(4)存單一經設定質權，非經質權人解除質權，不得對存款人支付"
"437","3","下列何種不動產貸款之資金用途無須列報於銀行法第72條之2限額內管控？","(1)個人購置房屋貸款","(2)購置辦公室不足款","(3)修繕","(4)合建保證金"
"438","4","下列何者為企業網銀國內電子信用狀提供之功能？A.開狀B.修狀C.線上押匯D.承兌匯票到期付款E.承兌匯票貼現F.還款G.改貸","(1)ABCDE","(2)ABDE","(3)ABCDEF","(4)ABCDFG"
"439","3","有關本行企業網路銀行供應鏈整合階段融資之敘述，下列何者錯誤？","(1)每筆融資期限，以借戶提供之訂單或應收帳款期間為限，最長以180天為原則","(2)訂單期間倘有特殊原因，經原審核層級同意，得核定延長，最長不得逾360天","(3)可憑供應商提供融資資料臨櫃申請撥貸款項","(4)應收利息固定於每月21日，自約定之帳戶扣帳，如存款不足或扣帳不成功，由營業單位以人工收息；人工收取利息或其他費用，一律以轉帳方式處理"
"440","3","供應鏈整合階段融資業務下列敘述何者為非?","(1)屬一般週轉金","(2)中心廠申請風險額度、供應商申請授信額度","(3)中心廠必須經徵授信審核流程","(4)中心廠上傳資料及供應商動撥皆透過企業網銀，故皆須電子憑證放行"
"441","4","下列何者非屬本行客戶可申請企業網路銀行共用服務?","(1)臺外幣收付款","(2)進出口貿易","(3)國內電子信用狀","(4)供應鏈線上融資"
"442","3","有關「國內電子信用狀」業務共用服務下列敘述何者為非?","(1)本服務申請僅限法人戶","(2)代表戶(被授權戶)需申請本行企業網路銀行並開啟授權中心","(3)國內電子信用狀共用服務，代表戶可為本行個人存戶","(4)授權範圍包含國內電子信用狀開狀、修狀、還款、餘額註銷及查詢作業"
"443","2","下列企業網路銀行授信管理項下之服務何者可申請共用服務?","(1)預約匯款融資","(2)國內電子信用狀","(3)台塑網訂單融資","(4)供應鏈整合階段融資"
"444","4","為落實執行防制洗錢及打擊資恐之相關規定，借戶於企業網路銀行動撥「預約匯款融資」下列敘述何者為是?","(1)借戶需臨櫃提供對應動撥款項之發票正本，供營業單位審核","(2)借戶需於企業網路銀行動撥同時上傳發票檔案，經企業主管放行即完成動撥","(3)每次動撥皆需於企業網路銀行，上傳動撥金額足額之對應發票","(4)營業單位需於管制名單過濾系統查詢，並填寫「國內授信暨防制洗錢及打擊資恐檢核表」"
"445","2","本行『預約匯款融資』敘述，下列何者為非?","(1)風險額度核算公式:中心廠全年國內進貨成本×應付帳款平均週轉天期/365。(近一年或最近三年平均值取其高者)","(2)倘中心廠之風險額度超逾公式計算值，營業單位可依實際交易情況採個案申請，並參酌中心廠之營業規模檢附交易資料於合理範圍核算說明，申請風險管理處核准辦理","(3)中心廠需執行預約匯款，供應商始得融資","(4)供應商動撥需上傳動撥金額10％以上之相關交易文件，並經營業單位審核放行始完成動撥"
"446","4","下列何者非借戶申請本行『供應鏈整合階段融資』業務需簽立文件?","(1)彰銀e通融資借款契約","(2)本票(彰銀e通融資專用)","(3)本票授權書(彰銀e通融資專用)","(4)備償帳戶餘額處理約定書"
"447","3","現行供應鏈線上融資系統借戶動撥，下列敘述何者為非?","(1)「供應鏈整合階段融資」僅提供企業網路銀行線上動撥","(2)借戶線上動撥作業，每次動撥需上傳動撥金額10%以上之相關交易文件(如訂單、合約、驗收單、發票、應付憑單等)，並經營業單位審核放行始完成動撥","(3)借戶線上動撥作業，每次動撥需上傳動撥金額20%以上之相關交易文件(如訂單、合約、驗收單、發票、應付憑單等)，並經營業單位審核放行始完成動撥","(4)「預約匯款融資」可受理臨櫃動撥作業"
"448","4","「國內電子信用狀」業務下列敘述何者為是?","(1)不得申請企業網路銀行共用服務","(2)開狀人免提供開狀交易文件","(3)營業單位受理免填寫「國內授信暨防制洗錢及打擊資恐檢核表」","(4)電子開狀電子押匯之信用狀可採事先約定改貸方式，免逐筆徵提動撥債權憑證"
"449","4","下列供應鏈線上融資相關業務何者無需審查交易文件?","(1)供應鏈整合階段融資","(2)預約匯款融資","(3)台塑網訂單融資","(4)以上皆非"
"450","1","供應鏈線上融資為落實執行防制洗錢及打擊資恐之相關規定並核實交易，下列敘述何者為非?","(1)營業單位應審查每次動撥金額足額交易文件(如訂單、合約、驗收單、發票、應付憑單等)","(2)借戶動撥需經營業單位審核放行始完成動撥","(3)營業單位應填寫「國內授信暨防制洗錢及打擊資恐檢核表」","(4)營業單位應審查每次動撥金額10%以上之相關交易文件(如訂單、合約、驗收單、發票、應付憑單等)"
"451","3","「供應鏈整合階段融資」業務下列敘述何者為是?","(1)供應商(借戶)應開立本行名義備償專戶","(2)中心廠應申請授信額度","(3)供應商(借戶)應開立供應商名義融資備償專戶","(4)供應商(借戶)不得自行操作企業網路銀行還款"
"452","3","本行e吉貸線上貸款融資平台，提供申請客戶可線上申貸管道，下列敘述何者為是?","(1)線上申請客戶限於營業日於e吉貸線上貸款融資平台線上送出申請資料，受理營業單位於營業時間即時受理","(2)e吉貸線上個人貸款申請項目僅限：信貸、房貸(新貸案件)","(3)e吉貸「微企財好貸」受理實收資本額新台幣3000萬以下，且申貸金額100萬以下之中小企業線上申貸案件","(4)e吉貸「中小企業貸款」線上申請企業需符合「彰化銀行中小企業小額貸款專案」申請資格始得送出申貸資料"
"453","4","有關薪速貸，下列何者為非？","(1)貸款金額最高100萬元","(2)年齡25-55歲","(3)任職本行薪轉企業，且年資1年以上","(4)貸款期限2-5年(寬限期最長1年)"
"454","3","客戶於本行線上申請「增優貸」，擔保品以實際供居住之房地為限，而擔保品座落地區之限制為何","(1)六都AB級地區","(2)六都ABC級地區","(3)不限制地區","(4)六都A級地區"
"455","4","本行線上「增優貸」，自110/2/25起新增申請人得透過國家發展委員會數位服務個人化(MyData)平臺，線上下載其個人化資料向本行申辦貸款。其中資料運用範圍為何？","(1)國民身分證影像","(2)財產資料、個人所得資料","(3)勞工保險資料","(4)以上皆是"
"456","2","AO辦理一筆薪速貸案件，倘客戶是線上對保，自客戶申請至撥款，至少須有幾通電話錄音","(1)１通","(2)２通","(3)３通","(4)４通"
"457","1","下列土地使用分區，何者須受「中央銀行對金融機構辦理不動產抵押貸款業務規定」購地貸款限制？","(1)都市計畫劃定之商業區","(2)都市計畫劃定之工業區","(3)非都市計畫之丁種建築用地","(4)農業區之建築用地"
"458","4","依「中央銀行對金融機構辦理不動產抵押貸款業務規定」下列何者不屬得免適用該規定之貸款？","(1)依都市更新條例辦理之貸款","(2)依都市危險及老舊建築物加速重建條例辦理貸款","(3)配合政府相關政策之重建案件","(4)外國公司法人購置國內之住宅貸款"
"459","4","下列何項非屬國家融資保證得保證之對象或用途？","(1)從事國內綠能建設開發之企業，且用於採購國產化零組件、設備、系統、海事工程、整合等","(2)本國企業參與重大公共建設或前瞻基礎建設之用地取得、建造工程、機器或設備等支出","(3)輸出國外綠能建設開發所需之本國企業，資金並用於購買提供海事工程或運作維護之本國製船舶","(4)參與台灣電力股份有限公司之電力交易平台，專門提供台電公司輔助服務，以穩定國內電力供應之本國儲能企業，資金用於從事儲能建設開發之採購或供應儲能設備及服務"
"460","4","有關國家融資保證額度之規定，下列何項錯誤？","(1)有關綠能建設，單一企業保證融資額度最高為新台幣300億元","(2)有關重大公共建設，單一企業保證融資額度最高為新台幣10億元","(3)有關綠能設備及服務，製造或服務供應之單一企業保證融資額度最高為新台幣30億元","(4)有關綠能設備及服務，製造或服務輸出之單一企業保證融資額度最高為新台幣10億元"
"461","2","屬本行「待售房地抵押貸款」之案件，如為本行不動產鑑估分區A級地區時，單一建案完工後之額度，最高不得超逾預估總銷售金額多少？","(1)4.5成","(2)5成","(3)5.5成","(4)6成"
"462","3","辦理中央銀行不動產抵押貸款規定之購地貸款，如該筆土地取得成本及鑑價金額均為新台幣(以下同)150,000千元，借款人欲向本行申請購地貸款額度70,000千元，依中央銀行規定，於尚未動工前應至少保留多少額度，俟動工後始得撥貸？","(1)7,000千元","(2)10,000千元","(3)15,000千元","(4)9,000千元"
"463","2","海海公司購買了新竹的工業區土地，經查該土地為經濟部轄管公告之閒置工業區，本次申貸應檢附具體興建計畫，並切結於多久時間內動工興建，始得排除工業區閒置土地抵押貸款規定？","(1)6個月","(2)1年","(3)2年","(4)3個月"
"464","2","下列何者非屬中央銀行不動產抵押貸款規定之應受控項目？","(1)購買都市計畫劃定之住宅區土地貸款","(2)購買鄉村區土地貸款","(3)建築業者提供屋齡五年內，且維持建物第一次所有權登記之住宅供押辦理貸款","(4)自然人名下已有一戶房貸，本次申貸新竹縣購屋貸款"
"465","3","友友公司購買了台北市信義區的商辦，將出租予谷歌公司使用，每年租金2,000萬元，向本行申貸購置辦公室不足款，貸款期間及寬限期最長為多久？","(1)貸款期間20年(含寬限期3年)","(2)貸款期間20年(含寬限期1年)","(3)貸款期間15年(含寬限期1年)","(4)貸款期間15年(含寬限期3年)"
"466","2","依本行建築貸款作業要點，有關借款人提出之興建、財務及銷售計畫，下列何項非為必要項目？","(1)開發執行進度時程","(2)符合綠能建築法規","(3)資金籌措及償還計畫","(4)投資效益"
"467","1","為健全房地產市場健全發展，「中央銀行對金融機構辦理不動產抵押貸款業務規定」之管制項目包含？A.公司法人購置高價住宅，B.自然人特地地區第2戶購屋貸款，C.置農地貸款，D.餘屋貸款，E.投資型購屋貸款","(1)ABD","(2)ABCDE","(3)ADE","(4)AD"
"468","2","有關肉品市場承銷人專案貸款，下列敘述何者錯誤?","(1)承銷人於本行開立預付價金存款專戶，搭配申請循用透支額度，以滿足參與競標流程衍生之相關融資需求","(2)貸款金額上限不逾新臺幣500萬元整","(3)資金用途限於支付肉品批發市場之相關週轉金","(4)一律移送農業信保基金保證，惟不符送保資格者，應徵提土地或房地為擔保"
"469","4","受理憑交易文件撥付之新臺幣授信案件，應對交易對手進行管制過濾名單查詢，所稱交易對手包含下列何者?","(1)購屋貸款契約之買賣雙方","(2)修繕貸款工程合約之簽約人","(3)預售屋買賣契約代理簽約人","(4)以上皆是"
"470","4","有關自然人申辦購置高價住宅貸款，下列情形屬於違反「不得有寬限期」之規定?","(1)依約定分期攤還部分金額後，就以償還額度辦理增貸","(2)每期攤還之本利，採前期僅償還少數、後期償還大額之方式","(3)申辦短期性房貸，貸款期間僅繳付利息","(4)以上皆是"
"471","2","辦理下列何項貸款得免計入銀行法72-2條限額？","(1)辦理國民運動中心之建築貸款","(2)興建醫療機構之貸款","(3)購置電廠建築物之貸款","(4)購置公設財團法人之辦公室貸款"
"472","2","有關辦理中央銀行控管之「購地貸款」，下列何者錯誤？","(1)動撥日起1年內取得建照並動工興建為原則，如個案因素經核准後最長不得超過18個月","(2)如借款人未於預計動工期間內動工興建者，得採利率酌加0.125%以上，或是收回貸放成數0.5成，以促請其儘速動工","(3)倘借款人擬轉貸至本行，而前貸銀行貸放期間已超逾5年且仍未動工興建者，本行不予承作","(4)申貸時應檢具購買土地之具體興建計畫"
"473","4","下列有關「國內電子信用狀」何者為是?","(1)現行國內電子信用狀後續改貸仍須逐筆徵提動撥債權憑證","(2)紙本申請電子開狀之即期電子信用狀，如採紙本押匯者可採事先約定改貸方式，免逐筆徵提動撥債權憑證","(3)「國內即期電子信用狀改貸借款約定書兼債權憑證」屬重要文件之契約類，應依金額大小排序保管","(4)如採事先約定改貸方式，營業單位需於顧客基本資料更新最新E-mail資訊，以利開狀人接收改貸通知"
